0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,5,5,5,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,5,5,5,5,5,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,5,5,5,5,5,5,5,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,5,5,5,5,5,5,5,5,5,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,11,0,0,0,0,0,0,11,11,11,1,1,1,11,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,1,11,11,5,5,5,5,5,5,5,5,5,5,11,11,1,1,1,11,11,11,11,11,11,11,11,1,1,1,1,1,11,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,11,1,1,1,11,11,5,5,5,5,5,5,5,5,5,5,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11,11,1,1,1,1,1,11,11,5,5,5,5,5,5,5,5,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,11,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,11,1,1,1,1,1,1,1,11,11,5,5,5,5,5,5,11,11,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,11,0,0,0,0,0
0,0,0,0,0,0,0,0,11,11,1,1,1,1,2,1,1,1,1,11,11,5,5,5,5,11,11,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,11,0,0,0,0,0
0,0,0,0,0,0,0,11,11,1,1,1,1,2,2,2,1,1,1,1,11,11,11,11,11,11,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,1,1,11,0,0,0,0,0
0,0,0,0,0,0,0,11,1,1,1,1,2,2,2,2,2,1,1,1,1,11,11,11,11,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,1,1,11,0,0,0,0,0
0,0,0,0,0,0,0,11,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,3,3,2,2,1,1,11,0,0,0,0,0
0,0,0,0,0,0,0,11,1,1,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,3,3,2,2,1,1,11,0,0,0,0,0
0,0,0,0,0,0,0,11,1,1,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,3,3,2,2,1,1,11,0,0,0,0,0
0,0,0,0,0,0,0,11,1,1,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,3,3,2,2,1,1,11,0,0,0,0,0
0,0,0,0,0,0,0,11,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,2,2,1,1,11,0,0,0,0,0
0,0,0,0,0,0,0,11,1,1,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,2,2,1,1,11,0,0,0,0,0
0,0,0,0,0,0,0,11,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,1,11,0,0,0,0,0
