43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
43.0000,4.1136,6.0000,28.0536,332.2059,0.0000
