19.0000,4.0860,11.0000,34.6483,12.9798,0.0000
19.0000,4.4581,11.0000,34.6483,12.9798,0.0000
19.0000,4.8023,11.0000,34.6483,12.9798,0.0000
19.0000,5.1185,11.0000,34.6483,12.9798,0.0000
19.0237,5.3338,11.1030,23.3545,11.4141,359.6764
19.0496,5.5378,11.2309,15.3340,13.4937,0.0692
19.0834,5.7305,11.3719,9.9097,16.6698,0.3200
19.1278,5.9080,11.5202,6.3216,20.0201,0.3893
19.1839,6.0664,11.6742,3.9716,23.7616,0.3749
19.2533,6.2032,11.8318,2.4585,27.4769,0.3127
19.3387,6.3160,11.9961,1.4855,32.0330,0.2493
19.4410,6.4038,12.1595,0.8851,35.9305,0.1797
19.5617,6.4655,12.3261,0.5152,39.7914,0.1228
19.6991,6.5006,12.4911,0.2953,43.0872,0.0794
19.8504,6.5085,12.6528,0.1674,45.6889,0.0491
20.0144,6.4890,12.8129,0.0937,47.9260,0.0295
20.1873,6.4418,12.9690,0.0522,49.5271,0.0172
20.3671,6.3669,13.1224,0.0289,50.7173,0.0099
20.5520,6.2641,13.2737,0.0160,51.5895,0.0056
20.7406,6.1335,13.4232,0.0088,52.2228,0.0031
20.9318,5.9750,13.5713,0.0048,52.6615,0.0017
21.1248,5.7886,13.7186,0.0027,52.9800,0.0010
21.3195,5.5742,13.8654,0.0015,53.2463,0.0005
21.5161,5.3320,14.0123,0.0008,53.5064,0.0003
21.7151,5.0618,14.1595,0.0004,53.8193,0.0002
21.9173,4.7637,14.3074,0.0002,54.2059,0.0001
22.1263,4.4377,14.4581,0.0001,54.9451,0.0000
22.3420,4.0837,14.6094,0.0001,55.7449,0.0000
22.5649,3.7019,14.7612,0.0000,56.5829,0.0000
22.8433,3.7966,14.9817,0.0000,57.6444,0.0000
23.0844,4.1687,15.1344,0.0000,58.5510,0.0000
23.3329,4.5128,15.2864,0.0000,59.3594,0.0000
23.5923,4.8290,15.4401,0.0000,60.3240,0.0000
23.8578,5.1174,15.5914,0.0000,61.1132,0.0000
24.1277,5.3777,15.7403,0.0000,61.7465,0.0000
24.4016,5.6102,15.8875,0.0000,62.3782,0.0000
24.6779,5.8147,16.0321,0.0000,62.9064,0.0000
24.9560,5.9913,16.1743,0.0000,63.4673,0.0000
25.2360,6.1400,16.3141,0.0000,63.9063,0.0000
